service_date,date,bus,rail_boardings,total_rides
06/26/2017,2017-06-26,738507,722154,1460661
06/27/2017,2017-06-27,763875,751340,1515215
06/28/2017,2017-06-28,722682,733693,1456375
06/29/2017,2017-06-29,747180,778070,1525250
06/30/2017,2017-06-30,763402,760380,1523782
07/01/2017,2017-07-01,514092,488429,1002521
07/02/2017,2017-07-02,398108,364979,763087
07/03/2017,2017-07-03,669915,543712,1213627
07/04/2017,2017-07-04,407991,389791,797782
07/05/2017,2017-07-05,746019,733914,1479933
07/06/2017,2017-07-06,755516,784948,1540464
07/07/2017,2017-07-07,749664,780389,1530053
07/08/2017,2017-07-08,517165,518674,1035839
07/09/2017,2017-07-09,400539,402561,803100
07/10/2017,2017-07-10,719494,695215,1414709
07/11/2017,2017-07-11,771348,735051,1506399
07/12/2017,2017-07-12,694204,702581,1396785
07/13/2017,2017-07-13,773047,751562,1524609
07/14/2017,2017-07-14,748691,762728,1511419
07/15/2017,2017-07-15,511540,495618,1007158
07/16/2017,2017-07-16,371692,374578,746270
07/17/2017,2017-07-17,754669,741094,1495763
07/18/2017,2017-07-18,776582,754149,1530731
07/19/2017,2017-07-19,769368,750889,1520257
07/20/2017,2017-07-20,716096,726632,1442728
07/21/2017,2017-07-21,733117,762529,1495646
07/22/2017,2017-07-22,485978,471542,957520
07/23/2017,2017-07-23,380247,372309,752556
07/24/2017,2017-07-24,744976,765597,1510573
07/25/2017,2017-07-25,765040,772350,1537390
07/26/2017,2017-07-26,769890,755604,1525494
07/27/2017,2017-07-27,770692,770016,1540708
07/28/2017,2017-07-28,754679,738168,1492847
07/29/2017,2017-07-29,496951,462430,959381
07/30/2017,2017-07-30,385002,349892,734894
07/31/2017,2017-07-31,732690,707434,1440124
08/01/2017,2017-08-01,789859,773470,1563329
08/02/2017,2017-08-02,771256,811636,1582892
08/03/2017,2017-08-03,763271,834427,1597698
08/04/2017,2017-08-04,732776,827248,1560024
08/05/2017,2017-08-05,503623,546783,1050406
08/06/2017,2017-08-06,376669,430711,807380
08/07/2017,2017-08-07,733495,704247,1437742
08/08/2017,2017-08-08,761850,735234,1497084
08/09/2017,2017-08-09,759657,732813,1492470
08/10/2017,2017-08-10,747519,745430,1492949
08/11/2017,2017-08-11,746418,756699,1503117
08/12/2017,2017-08-12,505271,477767,983038
08/13/2017,2017-08-13,384338,351048,735386
08/14/2017,2017-08-14,722238,716772,1439010
08/15/2017,2017-08-15,774523,700422,1474945
08/16/2017,2017-08-16,739357,734845,1474202
08/17/2017,2017-08-17,722939,751673,1474612
08/18/2017,2017-08-18,741688,751342,1493030
08/19/2017,2017-08-19,510200,488523,998723
08/20/2017,2017-08-20,395932,381042,776974
08/21/2017,2017-08-21,707640,675484,1383124
08/22/2017,2017-08-22,741370,697126,1438496
08/23/2017,2017-08-23,763384,719511,1482895
08/24/2017,2017-08-24,749315,748046,1497361
08/25/2017,2017-08-25,749192,741123,1490315
08/26/2017,2017-08-26,487453,446049,933502
08/27/2017,2017-08-27,358840,336109,694949
08/28/2017,2017-08-28,761796,740387,1502183
08/29/2017,2017-08-29,783337,763274,1546611
08/30/2017,2017-08-30,801205,779477,1580682
08/31/2017,2017-08-31,791635,785637,1577272
09/01/2017,2017-09-01,827394,760661,1588055
09/02/2017,2017-09-02,512150,481961,994111
09/03/2017,2017-09-03,417707,410951,828658
09/04/2017,2017-09-04,375104,326524,701628
09/05/2017,2017-09-05,893214,763159,1656373
09/06/2017,2017-09-06,854979,785896,1640875
09/07/2017,2017-09-07,867162,801972,1669134
09/08/2017,2017-09-08,849319,809597,1658916
09/09/2017,2017-09-09,511569,488232,999801
09/10/2017,2017-09-10,383625,375160,758785
09/11/2017,2017-09-11,861907,767744,1629651
09/12/2017,2017-09-12,883298,813900,1697198
09/13/2017,2017-09-13,876445,813293,1689738
09/14/2017,2017-09-14,874356,838725,1713081
09/15/2017,2017-09-15,871656,838001,1709657
09/16/2017,2017-09-16,517447,521275,1038722
09/17/2017,2017-09-17,386719,379480,766199
09/18/2017,2017-09-18,866120,772443,1638563
09/19/2017,2017-09-19,861844,786075,1647919
09/20/2017,2017-09-20,887017,795055,1682072
09/21/2017,2017-09-21,859255,788217,1647472
09/22/2017,2017-09-22,854042,781053,1635095
09/23/2017,2017-09-23,499368,464903,964271
09/24/2017,2017-09-24,378420,351102,729522
09/25/2017,2017-09-25,861042,767660,1628702
09/26/2017,2017-09-26,877350,791462,1668812
09/27/2017,2017-09-27,882592,796822,1679414
09/28/2017,2017-09-28,881438,809624,1691062
09/29/2017,2017-09-29,898739,811721,1710460
09/30/2017,2017-09-30,524516,482974,1007490
10/01/2017,2017-10-01,389470,361156,750626
10/02/2017,2017-10-02,877992,767540,1645532
10/03/2017,2017-10-03,921022,794082,1715104
10/04/2017,2017-10-04,889343,798360,1687703
10/05/2017,2017-10-05,889166,816694,1705860
10/06/2017,2017-10-06,841999,805746,1647745
10/07/2017,2017-10-07,484231,469808,954039
10/08/2017,2017-10-08,374005,539097,913102
10/09/2017,2017-10-09,712539,752125,1464664
10/10/2017,2017-10-10,874192,822023,1696215
10/11/2017,2017-10-11,850229,817909,1668138
10/12/2017,2017-10-12,870996,810442,1681438
10/13/2017,2017-10-13,879791,796714,1676505
10/14/2017,2017-10-14,376288,368266,744554
10/15/2017,2017-10-15,362392,335609,698001
10/16/2017,2017-10-16,867372,776457,1643829
10/17/2017,2017-10-17,882601,819635,1702236
10/18/2017,2017-10-18,888806,831089,1719895
10/19/2017,2017-10-19,876423,848003,1724426
10/20/2017,2017-10-20,862656,796878,1659534
10/21/2017,2017-10-21,520339,481334,1001673
10/22/2017,2017-10-22,344543,320608,665151
10/23/2017,2017-10-23,802893,750619,1553512
10/24/2017,2017-10-24,812947,769526,1582473
10/25/2017,2017-10-25,876000,794572,1670572
10/26/2017,2017-10-26,872176,805362,1677538
10/27/2017,2017-10-27,833348,769792,1603140
10/28/2017,2017-10-28,472503,422323,894826
10/29/2017,2017-10-29,355321,320982,676303
10/30/2017,2017-10-30,837676,753860,1591536
10/31/2017,2017-10-31,843988,758455,1602443
11/01/2017,2017-11-01,881053,780670,1661723
11/02/2017,2017-11-02,864434,794788,1659222
11/03/2017,2017-11-03,815500,755771,1571271
11/04/2017,2017-11-04,450968,393884,844852
11/05/2017,2017-11-05,359176,312232,671408
11/06/2017,2017-11-06,866671,772803,1639474
11/07/2017,2017-11-07,871211,785554,1656765
11/08/2017,2017-11-08,875619,796870,1672489
11/09/2017,2017-11-09,860819,800535,1661354
11/10/2017,2017-11-10,741017,721331,1462348
11/11/2017,2017-11-11,461927,427100,889027
11/12/2017,2017-11-12,341066,303087,644153
11/13/2017,2017-11-13,846572,758107,1604679
11/14/2017,2017-11-14,862352,781533,1643885
11/15/2017,2017-11-15,826138,770507,1596645
11/16/2017,2017-11-16,831869,773696,1605565
11/17/2017,2017-11-17,836442,779012,1615454
11/18/2017,2017-11-18,426814,429256,856070
11/19/2017,2017-11-19,359562,330196,689758
11/20/2017,2017-11-20,840370,747181,1587551
11/21/2017,2017-11-21,825182,745801,1570983
11/22/2017,2017-11-22,677643,620904,1298547
11/23/2017,2017-11-23,263654,208426,472080
11/24/2017,2017-11-24,503847,415069,918916
11/25/2017,2017-11-25,425522,369396,794918
11/26/2017,2017-11-26,336930,290753,627683
11/27/2017,2017-11-27,839274,726945,1566219
11/28/2017,2017-11-28,847910,753208,1601118
11/29/2017,2017-11-29,850702,761131,1611833
11/30/2017,2017-11-30,850783,772769,1623552
12/01/2017,2017-12-01,890982,785058,1676040
12/02/2017,2017-12-02,511676,461699,973375
12/03/2017,2017-12-03,378519,338558,717077
12/04/2017,2017-12-04,855387,739950,1595337
12/05/2017,2017-12-05,822703,737397,1560100
12/06/2017,2017-12-06,829498,742215,1571713
12/07/2017,2017-12-07,794129,741934,1536063
12/08/2017,2017-12-08,805911,739840,1545751
12/09/2017,2017-12-09,439827,405822,845649
12/10/2017,2017-12-10,336156,295505,631661
12/11/2017,2017-12-11,807879,706163,1514042
12/12/2017,2017-12-12,783312,709949,1493261
12/13/2017,2017-12-13,800995,715178,1516173
12/14/2017,2017-12-14,790977,722667,1513644
12/15/2017,2017-12-15,780679,700482,1481161
12/16/2017,2017-12-16,484468,419897,904365
12/17/2017,2017-12-17,351260,296372,647632
12/18/2017,2017-12-18,784151,675289,1459440
12/19/2017,2017-12-19,812618,697684,1510302
12/20/2017,2017-12-20,798144,683898,1482042
12/21/2017,2017-12-21,769444,659956,1429400
12/22/2017,2017-12-22,727262,586190,1313452
12/23/2017,2017-12-23,438917,324065,762982
12/24/2017,2017-12-24,275937,205801,481738
12/25/2017,2017-12-25,164256,118654,282910
12/26/2017,2017-12-26,398823,327742,726565
12/27/2017,2017-12-27,466856,416016,882872
12/28/2017,2017-12-28,509850,456611,966461
12/29/2017,2017-12-29,552051,466865,1018916
12/30/2017,2017-12-30,335207,276381,611588
12/31/2017,2017-12-31,274143,235949,510092
01/01/2018,2018-01-01,199845,195520,395365
01/02/2018,2018-01-02,507648,514174,1021822
01/03/2018,2018-01-03,598578,587740,1186318
01/04/2018,2018-01-04,594414,591081,1185495
01/05/2018,2018-01-05,597163,572525,1169688
01/06/2018,2018-01-06,372807,292077,664884
01/07/2018,2018-01-07,284438,226604,511042
01/08/2018,2018-01-08,755777,664263,1420040
01/09/2018,2018-01-09,780104,684704,1464808
01/10/2018,2018-01-10,783008,695123,1478131
01/11/2018,2018-01-11,774197,695496,1469693
01/12/2018,2018-01-12,730031,643915,1373946
01/13/2018,2018-01-13,392644,323263,715907
01/14/2018,2018-01-14,291206,245376,536582
01/15/2018,2018-01-15,463868,419604,883472
01/16/2018,2018-01-16,779194,710906,1490100
01/17/2018,2018-01-17,787021,713680,1500701
01/18/2018,2018-01-18,788150,720369,1508519
01/19/2018,2018-01-19,784287,701290,1485577
01/20/2018,2018-01-20,438286,449322,887608
01/21/2018,2018-01-21,316648,259818,576466
01/22/2018,2018-01-22,781955,711848,1493803
01/23/2018,2018-01-23,795146,733662,1528808
01/24/2018,2018-01-24,808026,732420,1540446
01/25/2018,2018-01-25,813348,743858,1557206
01/26/2018,2018-01-26,806770,722671,1529441
01/27/2018,2018-01-27,455974,384419,840393
01/28/2018,2018-01-28,320779,268995,589774
01/29/2018,2018-01-29,774310,699889,1474199
01/30/2018,2018-01-30,801986,723334,1525320
01/31/2018,2018-01-31,815252,729419,1544671
02/01/2018,2018-02-01,824632,724399,1549031
02/02/2018,2018-02-02,706351,657689,1364040
02/03/2018,2018-02-03,435554,344309,779863
02/04/2018,2018-02-04,279353,232906,512259
02/05/2018,2018-02-05,734272,675368,1409640
02/06/2018,2018-02-06,783522,708071,1491593
02/07/2018,2018-02-07,790600,714000,1504600
02/08/2018,2018-02-08,782384,727764,1510148
02/09/2018,2018-02-09,480347,490054,970401
02/10/2018,2018-02-10,399759,351548,751307
02/11/2018,2018-02-11,294675,260148,554823
02/12/2018,2018-02-12,771383,692183,1463566
02/13/2018,2018-02-13,832686,743502,1576188
02/14/2018,2018-02-14,846174,756475,1602649
02/15/2018,2018-02-15,819948,746521,1566469
02/16/2018,2018-02-16,803410,725091,1528501
02/17/2018,2018-02-17,438472,383764,822236
02/18/2018,2018-02-18,345438,299983,645421
02/19/2018,2018-02-19,569983,523621,1093604
02/20/2018,2018-02-20,786356,718493,1504849
02/21/2018,2018-02-21,831241,740388,1571629
02/22/2018,2018-02-22,833819,743449,1577268
02/23/2018,2018-02-23,820477,720769,1541246
02/24/2018,2018-02-24,461537,387230,848767
02/25/2018,2018-02-25,347690,292093,639783
02/26/2018,2018-02-26,825842,718649,1544491
02/27/2018,2018-02-27,846696,743269,1589965
02/28/2018,2018-02-28,837820,736868,1574688
03/01/2018,2018-03-01,807973,724095,1532068
03/02/2018,2018-03-02,838965,719445,1558410
03/03/2018,2018-03-03,489631,400158,889789
03/04/2018,2018-03-04,360783,288394,649177
03/05/2018,2018-03-05,793241,686228,1479469
03/06/2018,2018-03-06,818087,723274,1541361
03/07/2018,2018-03-07,829608,731992,1561600
03/08/2018,2018-03-08,813217,734447,1547664
03/09/2018,2018-03-09,806152,712092,1518244
03/10/2018,2018-03-10,471143,394014,865157
03/11/2018,2018-03-11,339755,286948,626703
03/12/2018,2018-03-12,798061,715220,1513281
03/13/2018,2018-03-13,808848,731938,1540786
03/14/2018,2018-03-14,834401,747391,1581792
03/15/2018,2018-03-15,829652,754110,1583762
03/16/2018,2018-03-16,808945,738857,1547802
03/17/2018,2018-03-17,471682,607823,1079505
03/18/2018,2018-03-18,361391,320742,682133
03/19/2018,2018-03-19,807848,709194,1517042
03/20/2018,2018-03-20,808168,710058,1518226
03/21/2018,2018-03-21,815911,715243,1531154
03/22/2018,2018-03-22,807829,722634,1530463
03/23/2018,2018-03-23,789868,699928,1489796
03/24/2018,2018-03-24,424609,389468,814077
03/25/2018,2018-03-25,331496,306710,638206
03/26/2018,2018-03-26,685230,660176,1345406
03/27/2018,2018-03-27,688138,684664,1372802
03/28/2018,2018-03-28,719691,695373,1415064
03/29/2018,2018-03-29,692129,686014,1378143
03/30/2018,2018-03-30,672341,608535,1280876
03/31/2018,2018-03-31,428294,349132,777426
04/01/2018,2018-04-01,305848,238356,544204
04/02/2018,2018-04-02,782016,688114,1470130
04/03/2018,2018-04-03,816056,720417,1536473
04/04/2018,2018-04-04,823619,738079,1561698
04/05/2018,2018-04-05,817204,753661,1570865
04/06/2018,2018-04-06,792532,721169,1513701
04/07/2018,2018-04-07,466492,404650,871142
04/08/2018,2018-04-08,335409,283411,618820
04/09/2018,2018-04-09,773663,708735,1482398
04/10/2018,2018-04-10,798350,748682,1547032
04/11/2018,2018-04-11,849255,770269,1619524
04/12/2018,2018-04-12,836193,775422,1611615
04/13/2018,2018-04-13,729175,716600,1445775
04/14/2018,2018-04-14,417189,374923,792112
04/15/2018,2018-04-15,300857,258277,559134
04/16/2018,2018-04-16,773294,704714,1478008
04/17/2018,2018-04-17,830925,759128,1590053
04/18/2018,2018-04-18,783296,728207,1511503
04/19/2018,2018-04-19,774579,749646,1524225
04/20/2018,2018-04-20,812450,735681,1548131
04/21/2018,2018-04-21,455577,392721,848298
04/22/2018,2018-04-22,348195,294515,642710
04/23/2018,2018-04-23,810268,712596,1522864
04/24/2018,2018-04-24,826998,743776,1570774
04/25/2018,2018-04-25,838143,748866,1587009
04/26/2018,2018-04-26,837802,777534,1615336
04/27/2018,2018-04-27,812960,752386,1565346
04/28/2018,2018-04-28,480130,426851,906981
04/29/2018,2018-04-29,354456,327855,682311
04/30/2018,2018-04-30,817980,746550,1564530
05/01/2018,2018-05-01,876677,777780,1654457
05/02/2018,2018-05-02,834718,752143,1586861
05/03/2018,2018-05-03,840135,744199,1584334
05/04/2018,2018-05-04,830802,736342,1567144
05/05/2018,2018-05-05,506199,443358,949557
05/06/2018,2018-05-06,359516,315030,674546
05/07/2018,2018-05-07,821267,742969,1564236
05/08/2018,2018-05-08,841014,781451,1622465
05/09/2018,2018-05-09,803570,756378,1559948
05/10/2018,2018-05-10,838748,762718,1601466
05/11/2018,2018-05-11,788585,744337,1532922
05/12/2018,2018-05-12,440554,392468,833022
05/13/2018,2018-05-13,335726,306051,641777
05/14/2018,2018-05-14,742924,686671,1429595
05/15/2018,2018-05-15,809607,728488,1538095
05/16/2018,2018-05-16,824209,733303,1557512
05/17/2018,2018-05-17,807735,743467,1551202
05/18/2018,2018-05-18,784606,717590,1502196
05/19/2018,2018-05-19,461266,408091,869357
05/20/2018,2018-05-20,321817,288853,610670
05/21/2018,2018-05-21,709633,669968,1379601
05/22/2018,2018-05-22,819740,762899,1582639
05/23/2018,2018-05-23,827983,774273,1602256
05/24/2018,2018-05-24,813320,757935,1571255
05/25/2018,2018-05-25,797393,730669,1528062
05/26/2018,2018-05-26,474011,472471,946482
05/27/2018,2018-05-27,382202,375810,758012
05/28/2018,2018-05-28,364119,325534,689653
05/29/2018,2018-05-29,797433,716137,1513570
05/30/2018,2018-05-30,793348,716886,1510234
05/31/2018,2018-05-31,819988,753062,1573050
06/01/2018,2018-06-01,851045,773824,1624869
06/02/2018,2018-06-02,496149,437154,933303
06/03/2018,2018-06-03,383320,342776,726096
06/04/2018,2018-06-04,820746,726476,1547222
06/05/2018,2018-06-05,826465,778366,1604831
06/06/2018,2018-06-06,820198,778486,1598684
06/07/2018,2018-06-07,821694,798516,1620210
06/08/2018,2018-06-08,779201,766692,1545893
06/09/2018,2018-06-09,464236,475218,939454
06/10/2018,2018-06-10,332042,339387,671429
06/11/2018,2018-06-11,781557,724255,1505812
06/12/2018,2018-06-12,807427,750111,1557538
06/13/2018,2018-06-13,783799,759987,1543786
06/14/2018,2018-06-14,795923,754502,1550425
06/15/2018,2018-06-15,775628,735211,1510839
06/16/2018,2018-06-16,472932,441274,914206
06/17/2018,2018-06-17,351730,324959,676689
06/18/2018,2018-06-18,742447,722983,1465430
06/19/2018,2018-06-19,779092,768531,1547623
06/20/2018,2018-06-20,741682,763084,1504766
06/21/2018,2018-06-21,628563,683599,1312162
06/22/2018,2018-06-22,669210,689577,1358787
06/23/2018,2018-06-23,487366,452638,940004
06/24/2018,2018-06-24,382787,515034,897821
06/25/2018,2018-06-25,730834,709948,1440782
06/26/2018,2018-06-26,714896,717661,1432557
06/27/2018,2018-06-27,734332,744015,1478347
06/28/2018,2018-06-28,751395,758891,1510286
06/29/2018,2018-06-29,748648,755938,1504586
06/30/2018,2018-06-30,473766,468103,941869
07/01/2018,2018-07-01,353385,329670,683055
07/02/2018,2018-07-02,734869,678249,1413118
07/03/2018,2018-07-03,771705,716848,1488553
07/04/2018,2018-07-04,384885,366963,751848
07/05/2018,2018-07-05,652746,615715,1268461
07/06/2018,2018-07-06,720068,699130,1419198
07/07/2018,2018-07-07,485369,439367,924736
07/08/2018,2018-07-08,376335,346489,722824
07/09/2018,2018-07-09,742452,704612,1447064
07/10/2018,2018-07-10,766160,742163,1508323
07/11/2018,2018-07-11,772083,765257,1537340
07/12/2018,2018-07-12,755211,766466,1521677
07/13/2018,2018-07-13,753196,784018,1537214
07/14/2018,2018-07-14,471688,455259,926947
07/15/2018,2018-07-15,380142,378006,758148
07/16/2018,2018-07-16,731999,700335,1432334
07/17/2018,2018-07-17,768143,739651,1507794
07/18/2018,2018-07-18,770336,745511,1515847
07/19/2018,2018-07-19,765291,780813,1546104
07/20/2018,2018-07-20,721413,762815,1484228
07/21/2018,2018-07-21,469280,483657,952937
07/22/2018,2018-07-22,339813,357484,697297
07/23/2018,2018-07-23,742296,746950,1489246
07/24/2018,2018-07-24,766503,775343,1541846
07/25/2018,2018-07-25,763505,768014,1531519
07/26/2018,2018-07-26,758033,781151,1539184
07/27/2018,2018-07-27,729506,741794,1471300
07/28/2018,2018-07-28,484064,453186,937250
07/29/2018,2018-07-29,374591,354824,729415
07/30/2018,2018-07-30,718899,721661,1440560
07/31/2018,2018-07-31,733107,729861,1462968
08/01/2018,2018-08-01,778530,757280,1535810
08/02/2018,2018-08-02,743458,861954,1605412
08/03/2018,2018-08-03,765341,831628,1596969
08/04/2018,2018-08-04,480664,521622,1002286
08/05/2018,2018-08-05,368543,423810,792353
08/06/2018,2018-08-06,688147,687412,1375559
08/07/2018,2018-08-07,710000,702495,1412495
08/08/2018,2018-08-08,737497,726837,1464334
08/09/2018,2018-08-09,725134,727089,1452223
08/10/2018,2018-08-10,728844,757214,1486058
08/11/2018,2018-08-11,498035,485775,983810
08/12/2018,2018-08-12,372421,371962,744383
08/13/2018,2018-08-13,705028,681926,1386954
08/14/2018,2018-08-14,722447,739143,1461590
08/15/2018,2018-08-15,710743,720004,1430747
08/16/2018,2018-08-16,720279,712077,1432356
08/17/2018,2018-08-17,702584,697625,1400209
08/18/2018,2018-08-18,493509,469340,962849
08/19/2018,2018-08-19,380140,357318,737458
08/20/2018,2018-08-20,668029,672736,1340765
08/21/2018,2018-08-21,714668,705759,1420427
08/22/2018,2018-08-22,747818,711067,1458885
08/23/2018,2018-08-23,751380,748147,1499527
08/24/2018,2018-08-24,692290,698828,1391118
08/25/2018,2018-08-25,472537,437488,910025
08/26/2018,2018-08-26,358918,344736,703654
08/27/2018,2018-08-27,751100,740835,1491935
08/28/2018,2018-08-28,751236,764285,1515521
08/29/2018,2018-08-29,752668,767691,1520359
08/30/2018,2018-08-30,776906,780357,1557263
08/31/2018,2018-08-31,773345,726643,1499988
09/01/2018,2018-09-01,457556,415563,873119
09/02/2018,2018-09-02,393446,368715,762161
09/03/2018,2018-09-03,330488,293772,624260
09/04/2018,2018-09-04,864262,756397,1620659
09/05/2018,2018-09-05,854763,785143,1639906
09/06/2018,2018-09-06,819596,786139,1605735
09/07/2018,2018-09-07,814560,796057,1610617
09/08/2018,2018-09-08,486855,460892,947747
09/09/2018,2018-09-09,361946,329445,691391
