service_date,date,bus,rail_boardings,total_rides
11/15/2015,2015-11-15,411704,352488,764192
11/16/2015,2015-11-16,908305,797597,1705902
11/17/2015,2015-11-17,880013,801291,1681304
11/18/2015,2015-11-18,893671,808901,1702572
11/19/2015,2015-11-19,884290,811595,1695885
11/20/2015,2015-11-20,894949,812590,1707539
11/21/2015,2015-11-21,429624,469943,899567
11/22/2015,2015-11-22,356953,338408,695361
11/23/2015,2015-11-23,877236,781545,1658781
11/24/2015,2015-11-24,898177,805812,1703989
11/25/2015,2015-11-25,735265,667707,1402972
11/26/2015,2015-11-26,288282,234285,522567
11/27/2015,2015-11-27,443089,410220,853309
11/28/2015,2015-11-28,459598,396926,856524
11/29/2015,2015-11-29,365314,312990,678304
11/30/2015,2015-11-30,870662,756626,1627288
12/01/2015,2015-12-01,949925,794768,1744693
12/02/2015,2015-12-02,906715,792020,1698735
12/03/2015,2015-12-03,940609,807065,1747674
12/04/2015,2015-12-04,930083,815301,1745384
12/05/2015,2015-12-05,566882,501339,1068221
12/06/2015,2015-12-06,411174,360066,771240
12/07/2015,2015-12-07,898172,758242,1656414
12/08/2015,2015-12-08,910018,775695,1685713
12/09/2015,2015-12-09,916281,789224,1705505
12/10/2015,2015-12-10,909606,796080,1705686
12/11/2015,2015-12-11,912854,801907,1714761
12/12/2015,2015-12-12,541305,491199,1032504
12/13/2015,2015-12-13,383666,344084,727750
12/14/2015,2015-12-14,849106,728299,1577405
12/15/2015,2015-12-15,884506,755882,1640388
12/16/2015,2015-12-16,871638,755292,1626930
12/17/2015,2015-12-17,864846,752203,1617049
12/18/2015,2015-12-18,846033,738908,1584941
12/19/2015,2015-12-19,506208,423960,930168
12/20/2015,2015-12-20,392051,326681,718732
12/21/2015,2015-12-21,696473,644071,1340544
12/22/2015,2015-12-22,722061,664559,1386620
12/23/2015,2015-12-23,654312,571814,1226126
12/24/2015,2015-12-24,531521,378784,910305
12/25/2015,2015-12-25,231718,162100,393818
12/26/2015,2015-12-26,387357,292832,680189
12/27/2015,2015-12-27,334737,272169,606906
12/28/2015,2015-12-28,514171,484349,998520
12/29/2015,2015-12-29,638221,571322,1209543
12/30/2015,2015-12-30,636706,585337,1222043
12/31/2015,2015-12-31,604409,565772,1170181
01/01/2016,2016-01-01,303321,319835,623156
01/02/2016,2016-01-02,448859,365509,814368
01/03/2016,2016-01-03,340540,287661,628201
01/04/2016,2016-01-04,829429,703185,1532614
01/05/2016,2016-01-05,846789,727716,1574505
01/06/2016,2016-01-06,853904,733167,1587071
01/07/2016,2016-01-07,846274,736809,1583083
01/08/2016,2016-01-08,841494,732495,1573989
01/09/2016,2016-01-09,469539,391597,861136
01/10/2016,2016-01-10,306896,263073,569969
01/11/2016,2016-01-11,753006,694734,1447740
01/12/2016,2016-01-12,760149,705694,1465843
01/13/2016,2016-01-13,787220,716663,1503883
01/14/2016,2016-01-14,859099,758116,1617215
01/15/2016,2016-01-15,858032,742622,1600654
01/16/2016,2016-01-16,486797,404212,891009
01/17/2016,2016-01-17,266532,241160,507692
01/18/2016,2016-01-18,439597,405686,845283
01/19/2016,2016-01-19,810646,727458,1538104
01/20/2016,2016-01-20,856911,758524,1615435
01/21/2016,2016-01-21,873177,766262,1639439
01/22/2016,2016-01-22,841282,745168,1586450
01/23/2016,2016-01-23,487975,416999,904974
01/24/2016,2016-01-24,352859,293804,646663
01/25/2016,2016-01-25,865486,751104,1616590
01/26/2016,2016-01-26,872768,764023,1636791
01/27/2016,2016-01-27,882832,768241,1651073
01/28/2016,2016-01-28,877280,771161,1648441
01/29/2016,2016-01-29,863548,751090,1614638
01/30/2016,2016-01-30,510514,427874,938388
01/31/2016,2016-01-31,358361,293056,651417
02/01/2016,2016-02-01,926781,759849,1686630
02/02/2016,2016-02-02,833911,739247,1573158
02/03/2016,2016-02-03,925655,772821,1698476
02/04/2016,2016-02-04,901406,778227,1679633
02/05/2016,2016-02-05,785587,731495,1517082
02/06/2016,2016-02-06,522296,423602,945898
02/07/2016,2016-02-07,377642,301141,678783
02/08/2016,2016-02-08,856547,733387,1589934
02/09/2016,2016-02-09,858961,752849,1611810
02/10/2016,2016-02-10,850090,742445,1592535
02/11/2016,2016-02-11,866884,752703,1619587
02/12/2016,2016-02-12,820833,706242,1527075
02/13/2016,2016-02-13,438203,392095,830298
02/14/2016,2016-02-14,339238,314191,653429
02/15/2016,2016-02-15,605584,548390,1153974
02/16/2016,2016-02-16,883108,764147,1647255
02/17/2016,2016-02-17,889758,766940,1656698
02/18/2016,2016-02-18,890627,773317,1663944
02/19/2016,2016-02-19,887914,761996,1649910
02/20/2016,2016-02-20,566721,464149,1030870
02/21/2016,2016-02-21,378769,311190,689959
02/22/2016,2016-02-22,869531,745072,1614603
02/23/2016,2016-02-23,890949,765309,1656258
02/24/2016,2016-02-24,795160,725712,1520872
02/25/2016,2016-02-25,855117,762858,1617975
02/26/2016,2016-02-26,865397,749991,1615388
02/27/2016,2016-02-27,536678,455421,992099
02/28/2016,2016-02-28,385121,323758,708879
02/29/2016,2016-02-29,862380,742972,1605352
03/01/2016,2016-03-01,859775,741922,1601697
03/02/2016,2016-03-02,878633,760062,1638695
03/03/2016,2016-03-03,882188,764033,1646221
03/04/2016,2016-03-04,883059,754750,1637809
03/05/2016,2016-03-05,503983,421193,925176
03/06/2016,2016-03-06,393610,327173,720783
03/07/2016,2016-03-07,866171,739174,1605345
03/08/2016,2016-03-08,902888,781301,1684189
03/09/2016,2016-03-09,882030,768961,1650991
03/10/2016,2016-03-10,888084,780687,1668771
03/11/2016,2016-03-11,886599,797977,1684576
03/12/2016,2016-03-12,542246,605182,1147428
03/13/2016,2016-03-13,332203,303129,635332
03/14/2016,2016-03-14,870740,766595,1637335
03/15/2016,2016-03-15,887592,769441,1657033
03/16/2016,2016-03-16,876232,779846,1656078
03/17/2016,2016-03-17,891580,793590,1685170
03/18/2016,2016-03-18,875707,765919,1641626
03/19/2016,2016-03-19,520426,438020,958446
03/20/2016,2016-03-20,388282,318670,706952
03/21/2016,2016-03-21,845669,707127,1552796
03/22/2016,2016-03-22,863201,727343,1590544
03/23/2016,2016-03-23,838201,714672,1552873
03/24/2016,2016-03-24,770638,689517,1460155
03/25/2016,2016-03-25,722960,650870,1373830
03/26/2016,2016-03-26,518549,415919,934468
03/27/2016,2016-03-27,342269,278098,620367
03/28/2016,2016-03-28,842760,731858,1574618
03/29/2016,2016-03-29,891134,766072,1657206
03/30/2016,2016-03-30,860700,750353,1611053
03/31/2016,2016-03-31,832775,758014,1590789
04/01/2016,2016-04-01,848592,767974,1616566
04/02/2016,2016-04-02,492072,406616,898688
04/03/2016,2016-04-03,396042,345432,741474
04/04/2016,2016-04-04,857791,741710,1599501
04/05/2016,2016-04-05,898889,774877,1673766
04/06/2016,2016-04-06,851050,763128,1614178
04/07/2016,2016-04-07,867670,786281,1653951
04/08/2016,2016-04-08,782419,753786,1536205
04/09/2016,2016-04-09,509980,446082,956062
04/10/2016,2016-04-10,345627,301954,647581
04/11/2016,2016-04-11,878043,789042,1667085
04/12/2016,2016-04-12,886265,777658,1663923
04/13/2016,2016-04-13,850705,796616,1647321
04/14/2016,2016-04-14,863513,805071,1668584
04/15/2016,2016-04-15,881603,806015,1687618
04/16/2016,2016-04-16,554744,505299,1060043
04/17/2016,2016-04-17,409732,376485,786217
04/18/2016,2016-04-18,785035,732335,1517370
04/19/2016,2016-04-19,765854,741141,1506995
04/20/2016,2016-04-20,774694,745040,1519734
04/21/2016,2016-04-21,768704,754746,1523450
04/22/2016,2016-04-22,745475,721051,1466526
04/23/2016,2016-04-23,503944,445282,949226
04/24/2016,2016-04-24,397080,343644,740724
04/25/2016,2016-04-25,854155,751951,1606106
04/26/2016,2016-04-26,862743,782134,1644877
04/27/2016,2016-04-27,856722,782591,1639313
04/28/2016,2016-04-28,851720,821158,1672878
04/29/2016,2016-04-29,893284,815629,1708913
04/30/2016,2016-04-30,474138,416588,890726
05/01/2016,2016-05-01,376131,334275,710406
05/02/2016,2016-05-02,878407,751259,1629666
05/03/2016,2016-05-03,879141,769834,1648975
05/04/2016,2016-05-04,879217,767760,1646977
05/05/2016,2016-05-05,898541,818665,1717206
05/06/2016,2016-05-06,877873,814758,1692631
05/07/2016,2016-05-07,512770,484312,997082
05/08/2016,2016-05-08,393146,357946,751092
05/09/2016,2016-05-09,815440,736551,1551991
05/10/2016,2016-05-10,827322,761469,1588791
05/11/2016,2016-05-11,873275,804156,1677431
05/12/2016,2016-05-12,849532,775198,1624730
05/13/2016,2016-05-13,852594,787476,1640070
05/14/2016,2016-05-14,497514,455838,953352
05/15/2016,2016-05-15,384799,360008,744807
05/16/2016,2016-05-16,836089,730287,1566376
05/17/2016,2016-05-17,839788,748287,1588075
05/18/2016,2016-05-18,856701,757395,1614096
05/19/2016,2016-05-19,855438,772464,1627902
05/20/2016,2016-05-20,834308,756160,1590468
05/21/2016,2016-05-21,513934,460385,974319
05/22/2016,2016-05-22,393684,357897,751581
05/23/2016,2016-05-23,839566,748976,1588542
05/24/2016,2016-05-24,854725,767439,1622164
05/25/2016,2016-05-25,833427,754244,1587671
05/26/2016,2016-05-26,853656,775073,1628729
05/27/2016,2016-05-27,808244,757981,1566225
05/28/2016,2016-05-28,500775,532343,1033118
05/29/2016,2016-05-29,409978,430982,840960
05/30/2016,2016-05-30,394914,389143,784057
05/31/2016,2016-05-31,801439,753953,1555392
06/01/2016,2016-06-01,872679,788650,1661329
06/02/2016,2016-06-02,873112,815928,1689040
06/03/2016,2016-06-03,892290,824890,1717180
06/04/2016,2016-06-04,504778,462308,967086
06/05/2016,2016-06-05,415836,395977,811813
06/06/2016,2016-06-06,854036,762707,1616743
06/07/2016,2016-06-07,863284,795251,1658535
06/08/2016,2016-06-08,866785,791667,1658452
06/09/2016,2016-06-09,828551,789678,1618229
06/10/2016,2016-06-10,862529,853441,1715970
06/11/2016,2016-06-11,530558,542809,1073367
06/12/2016,2016-06-12,409577,414048,823625
06/13/2016,2016-06-13,827684,760210,1587894
06/14/2016,2016-06-14,834141,778823,1612964
06/15/2016,2016-06-15,845450,786422,1631872
06/16/2016,2016-06-16,832864,777260,1610124
06/17/2016,2016-06-17,832088,818467,1650555
06/18/2016,2016-06-18,526402,520856,1047258
06/19/2016,2016-06-19,405719,396078,801797
06/20/2016,2016-06-20,785446,762810,1548256
06/21/2016,2016-06-21,834157,810149,1644306
06/22/2016,2016-06-22,707452,755165,1462617
06/23/2016,2016-06-23,757817,760840,1518657
06/24/2016,2016-06-24,762562,781653,1544215
06/25/2016,2016-06-25,531261,506223,1037484
06/26/2016,2016-06-26,380689,453679,834368
06/27/2016,2016-06-27,753543,723488,1477031
06/28/2016,2016-06-28,771611,748753,1520364
06/29/2016,2016-06-29,774728,754918,1529646
06/30/2016,2016-06-30,763112,783020,1546132
07/01/2016,2016-07-01,798706,726939,1525645
07/02/2016,2016-07-02,530654,448200,978854
07/03/2016,2016-07-03,415172,376896,792068
07/04/2016,2016-07-04,393858,410925,804783
07/05/2016,2016-07-05,769179,735491,1504670
07/06/2016,2016-07-06,771626,788995,1560621
07/07/2016,2016-07-07,769513,774128,1543641
07/08/2016,2016-07-08,786823,790177,1577000
07/09/2016,2016-07-09,536269,515738,1052007
07/10/2016,2016-07-10,409685,397778,807463
07/11/2016,2016-07-11,769128,739158,1508286
07/12/2016,2016-07-12,782892,749136,1532028
07/13/2016,2016-07-13,762764,742502,1505266
07/14/2016,2016-07-14,794813,775495,1570308
07/15/2016,2016-07-15,769172,804635,1573807
07/16/2016,2016-07-16,529240,528345,1057585
07/17/2016,2016-07-17,372190,409174,781364
07/18/2016,2016-07-18,774239,768719,1542958
07/19/2016,2016-07-19,795162,797424,1592586
07/20/2016,2016-07-20,788803,794496,1583299
07/21/2016,2016-07-21,737845,753156,1491001
07/22/2016,2016-07-22,745409,747479,1492888
07/23/2016,2016-07-23,472199,457178,929377
07/24/2016,2016-07-24,370394,346616,717010
07/25/2016,2016-07-25,757860,744827,1502687
07/26/2016,2016-07-26,786060,777948,1564008
07/27/2016,2016-07-27,789537,831925,1621462
07/28/2016,2016-07-28,745499,867964,1613463
07/29/2016,2016-07-29,739138,868062,1607200
07/30/2016,2016-07-30,503786,576267,1080053
07/31/2016,2016-07-31,400504,472314,872818
08/01/2016,2016-08-01,805970,779020,1584990
08/02/2016,2016-08-02,795778,779493,1575271
08/03/2016,2016-08-03,822281,785246,1607527
08/04/2016,2016-08-04,783253,755236,1538489
08/05/2016,2016-08-05,779186,747672,1526858
08/06/2016,2016-08-06,539382,467180,1006562
08/07/2016,2016-08-07,398288,355693,753981
08/08/2016,2016-08-08,759970,707087,1467057
08/09/2016,2016-08-09,781438,769199,1550637
08/10/2016,2016-08-10,777389,765854,1543243
08/11/2016,2016-08-11,767967,775031,1542998
08/12/2016,2016-08-12,700723,715035,1415758
08/13/2016,2016-08-13,522972,488035,1011007
08/14/2016,2016-08-14,402523,380801,783324
08/15/2016,2016-08-15,718167,688590,1406757
08/16/2016,2016-08-16,762943,764267,1527210
08/17/2016,2016-08-17,759254,747942,1507196
08/18/2016,2016-08-18,740297,743427,1483724
08/19/2016,2016-08-19,743211,718317,1461528
08/20/2016,2016-08-20,480928,445798,926726
08/21/2016,2016-08-21,417057,396317,813374
08/22/2016,2016-08-22,764690,744165,1508855
08/23/2016,2016-08-23,784341,744176,1528517
08/24/2016,2016-08-24,751955,721826,1473781
08/25/2016,2016-08-25,775862,737801,1513663
08/26/2016,2016-08-26,797432,768053,1565485
08/27/2016,2016-08-27,501883,451497,953380
08/28/2016,2016-08-28,395954,343853,739807
08/29/2016,2016-08-29,781400,750329,1531729
08/30/2016,2016-08-30,791868,767220,1559088
08/31/2016,2016-08-31,815110,779334,1594444
09/01/2016,2016-09-01,847144,784336,1631480
09/02/2016,2016-09-02,838151,777158,1615309
09/03/2016,2016-09-03,542836,509314,1052150
09/04/2016,2016-09-04,427194,421479,848673
09/05/2016,2016-09-05,399846,347259,747105
09/06/2016,2016-09-06,910863,760434,1671297
09/07/2016,2016-09-07,885587,785121,1670708
09/08/2016,2016-09-08,882599,797585,1680184
09/09/2016,2016-09-09,879935,784678,1664613
09/10/2016,2016-09-10,510845,465562,976407
09/11/2016,2016-09-11,397693,354732,752425
09/12/2016,2016-09-12,886146,784139,1670285
09/13/2016,2016-09-13,904869,811807,1716676
09/14/2016,2016-09-14,898125,812240,1710365
09/15/2016,2016-09-15,907872,862105,1769977
09/16/2016,2016-09-16,889307,843488,1732795
09/17/2016,2016-09-17,537329,524421,1061750
09/18/2016,2016-09-18,401077,402811,803888
09/19/2016,2016-09-19,894210,816014,1710224
09/20/2016,2016-09-20,895184,826518,1721702
09/21/2016,2016-09-21,863211,814264,1677475
09/22/2016,2016-09-22,897609,814897,1712506
09/23/2016,2016-09-23,880748,832417,1713165
09/24/2016,2016-09-24,539037,529457,1068494
09/25/2016,2016-09-25,394810,380403,775213
09/26/2016,2016-09-26,884989,787408,1672397
09/27/2016,2016-09-27,889769,795780,1685549
09/28/2016,2016-09-28,855499,787727,1643226
09/29/2016,2016-09-29,870533,799130,1669663
09/30/2016,2016-09-30,889641,787112,1676753
10/01/2016,2016-10-01,511504,445272,956776
10/02/2016,2016-10-02,391845,351589,743434
10/03/2016,2016-10-03,912435,775906,1688341
10/04/2016,2016-10-04,919088,799529,1718617
10/05/2016,2016-10-05,915987,815309,1731296
10/06/2016,2016-10-06,858960,817595,1676555
10/07/2016,2016-10-07,888731,877814,1766545
10/08/2016,2016-10-08,537610,546072,1083682
10/09/2016,2016-10-09,368515,528189,896704
10/10/2016,2016-10-10,714940,708958,1423898
10/11/2016,2016-10-11,884539,805839,1690378
10/12/2016,2016-10-12,847394,785404,1632798
10/13/2016,2016-10-13,896918,828891,1725809
10/14/2016,2016-10-14,892797,818230,1711027
10/15/2016,2016-10-15,542187,535567,1077754
10/16/2016,2016-10-16,385574,403090,788664
10/17/2016,2016-10-17,890736,791317,1682053
10/18/2016,2016-10-18,901884,810090,1711974
10/19/2016,2016-10-19,895104,807016,1702120
10/20/2016,2016-10-20,880209,812195,1692404
10/21/2016,2016-10-21,867704,800137,1667841
10/22/2016,2016-10-22,533242,566999,1100241
10/23/2016,2016-10-23,388470,366503,754973
10/24/2016,2016-10-24,869861,779618,1649479
10/25/2016,2016-10-25,876768,801123,1677891
10/26/2016,2016-10-26,824006,782126,1606132
10/27/2016,2016-10-27,892963,822190,1715153
10/28/2016,2016-10-28,894311,918735,1813046
10/29/2016,2016-10-29,539098,627116,1166214
10/30/2016,2016-10-30,377290,446582,823872
10/31/2016,2016-10-31,860741,797545,1658286
11/01/2016,2016-11-01,931276,815318,1746594
11/02/2016,2016-11-02,866812,842885,1709697
11/03/2016,2016-11-03,919828,891357,1811185
11/04/2016,2016-11-04,798901,1146516,1945417
11/05/2016,2016-11-05,536579,531687,1068266
11/06/2016,2016-11-06,406215,380648,786863
11/07/2016,2016-11-07,887002,809878,1696880
11/08/2016,2016-11-08,880506,791870,1672376
11/09/2016,2016-11-09,865500,817596,1683096
11/10/2016,2016-11-10,842332,807250,1649582
11/11/2016,2016-11-11,715260,721083,1436343
11/12/2016,2016-11-12,500583,474411,974994
11/13/2016,2016-11-13,369986,338339,708325
11/14/2016,2016-11-14,862939,775439,1638378
11/15/2016,2016-11-15,881225,797235,1678460
11/16/2016,2016-11-16,884662,801320,1685982
11/17/2016,2016-11-17,873693,811240,1684933
11/18/2016,2016-11-18,819907,792361,1612268
11/19/2016,2016-11-19,477472,501156,978628
11/20/2016,2016-11-20,345895,315179,661074
11/21/2016,2016-11-21,844666,758214,1602880
11/22/2016,2016-11-22,837828,756704,1594532
11/23/2016,2016-11-23,661576,624827,1286403
11/24/2016,2016-11-24,266241,219875,486116
11/25/2016,2016-11-25,496285,411245,907530
11/26/2016,2016-11-26,441384,383042,824426
11/27/2016,2016-11-27,343504,302029,645533
11/28/2016,2016-11-28,801243,720824,1522067
11/29/2016,2016-11-29,871577,771348,1642925
11/30/2016,2016-11-30,852623,768149,1620772
12/01/2016,2016-12-01,885401,779287,1664688
12/02/2016,2016-12-02,882063,780569,1662632
12/03/2016,2016-12-03,517756,456762,974518
12/04/2016,2016-12-04,333825,312904,646729
12/05/2016,2016-12-05,841336,735184,1576520
12/06/2016,2016-12-06,859470,745095,1604565
12/07/2016,2016-12-07,831766,745626,1577392
12/08/2016,2016-12-08,790418,724726,1515144
12/09/2016,2016-12-09,806718,730968,1537686
12/10/2016,2016-12-10,472855,424387,897242
12/11/2016,2016-12-11,309743,291688,601431
12/12/2016,2016-12-12,787062,702745,1489807
12/13/2016,2016-12-13,785276,714038,1499314
12/14/2016,2016-12-14,734884,688959,1423843
12/15/2016,2016-12-15,617119,624213,1241332
12/16/2016,2016-12-16,744691,690845,1435536
12/17/2016,2016-12-17,445779,394366,840145
12/18/2016,2016-12-18,270767,253184,523951
12/19/2016,2016-12-19,650356,607020,1257376
12/20/2016,2016-12-20,758686,668762,1427448
12/21/2016,2016-12-21,770713,665402,1436115
12/22/2016,2016-12-22,747188,635174,1382362
12/23/2016,2016-12-23,676407,516584,1192991
12/24/2016,2016-12-24,391140,253926,645066
12/25/2016,2016-12-25,199220,131542,330762
12/26/2016,2016-12-26,380189,292312,672501
12/27/2016,2016-12-27,575294,490822,1066116
12/28/2016,2016-12-28,611176,537443,1148619
12/29/2016,2016-12-29,593626,532909,1126535
12/30/2016,2016-12-30,628159,524474,1152633
12/31/2016,2016-12-31,433952,361268,795220
01/01/2017,2017-01-01,277926,292472,570398
01/02/2017,2017-01-02,371865,314798,686663
01/03/2017,2017-01-03,690503,650650,1341153
01/04/2017,2017-01-04,636491,639970,1276461
01/05/2017,2017-01-05,611987,629939,1241926
01/06/2017,2017-01-06,591800,600277,1192077
01/07/2017,2017-01-07,362508,319746,682254
01/08/2017,2017-01-08,290096,244060,534156
01/09/2017,2017-01-09,781139,692776,1473915
01/10/2017,2017-01-10,773792,711194,1484986
01/11/2017,2017-01-11,803730,714551,1518281
01/12/2017,2017-01-12,777149,714212,1491361
01/13/2017,2017-01-13,771359,698254,1469613
01/14/2017,2017-01-14,429614,363554,793168
01/15/2017,2017-01-15,328355,280852,609207
01/16/2017,2017-01-16,486791,435039,921830
01/17/2017,2017-01-17,829925,737976,1567901
01/18/2017,2017-01-18,835362,742180,1577542
01/19/2017,2017-01-19,823901,743065,1566966
01/20/2017,2017-01-20,798511,731616,1530127
01/21/2017,2017-01-21,488902,582031,1070933
01/22/2017,2017-01-22,331138,272268,603406
01/23/2017,2017-01-23,817750,724078,1541828
01/24/2017,2017-01-24,834979,742724,1577703
01/25/2017,2017-01-25,831467,743587,1575054
01/26/2017,2017-01-26,823395,750472,1573867
01/27/2017,2017-01-27,792183,715515,1507698
01/28/2017,2017-01-28,439479,382131,821610
01/29/2017,2017-01-29,304565,274728,579293
01/30/2017,2017-01-30,806014,715290,1521304
01/31/2017,2017-01-31,828074,741389,1569463
02/01/2017,2017-02-01,883845,750500,1634345
02/02/2017,2017-02-02,829125,736551,1565676
02/03/2017,2017-02-03,782899,690415,1473314
02/04/2017,2017-02-04,461743,370873,832616
02/05/2017,2017-02-05,351708,282731,634439
02/06/2017,2017-02-06,838312,713858,1552170
02/07/2017,2017-02-07,827885,734586,1562471
02/08/2017,2017-02-08,841278,737535,1578813
02/09/2017,2017-02-09,815353,726872,1542225
02/10/2017,2017-02-10,832724,720483,1553207
02/11/2017,2017-02-11,497589,405211,902800
02/12/2017,2017-02-12,358101,296805,654906
02/13/2017,2017-02-13,822007,702129,1524136
02/14/2017,2017-02-14,870130,752585,1622715
02/15/2017,2017-02-15,841181,735910,1577091
02/16/2017,2017-02-16,831398,738525,1569923
02/17/2017,2017-02-17,841425,738941,1580366
02/18/2017,2017-02-18,512205,447059,959264
02/19/2017,2017-02-19,383581,328391,711972
02/20/2017,2017-02-20,623736,557822,1181558
02/21/2017,2017-02-21,848951,741773,1590724
02/22/2017,2017-02-22,873309,758299,1631608
02/23/2017,2017-02-23,850254,751257,1601511
02/24/2017,2017-02-24,820536,723532,1544068
02/25/2017,2017-02-25,449817,374595,824412
02/26/2017,2017-02-26,350829,287405,638234
02/27/2017,2017-02-27,837214,720932,1558146
02/28/2017,2017-02-28,823654,730508,1554162
03/01/2017,2017-03-01,863043,742729,1605772
03/02/2017,2017-03-02,842926,741459,1584385
03/03/2017,2017-03-03,851128,729461,1580589
03/04/2017,2017-03-04,487500,401568,889068
03/05/2017,2017-03-05,364977,298189,663166
03/06/2017,2017-03-06,823084,703811,1526895
03/07/2017,2017-03-07,862784,751315,1614099
03/08/2017,2017-03-08,858498,751336,1609834
03/09/2017,2017-03-09,841498,748709,1590207
03/10/2017,2017-03-10,816750,730837,1547587
03/11/2017,2017-03-11,459826,493451,953277
03/12/2017,2017-03-12,336952,292240,629192
03/13/2017,2017-03-13,761376,703982,1465358
03/14/2017,2017-03-14,712423,727042,1439465
03/15/2017,2017-03-15,822423,748703,1571126
03/16/2017,2017-03-16,827779,758060,1585839
03/17/2017,2017-03-17,804320,732007,1536327
03/18/2017,2017-03-18,473609,404779,878388
03/19/2017,2017-03-19,371042,304418,675460
03/20/2017,2017-03-20,802404,690624,1493028
03/21/2017,2017-03-21,835641,718304,1553945
03/22/2017,2017-03-22,816876,706282,1523158
03/23/2017,2017-03-23,802941,708026,1510967
03/24/2017,2017-03-24,821828,715787,1537615
03/25/2017,2017-03-25,414644,356083,770727
03/26/2017,2017-03-26,340733,292995,633728
03/27/2017,2017-03-27,825472,724012,1549484
03/28/2017,2017-03-28,846658,748201,1594859
03/29/2017,2017-03-29,837430,745915,1583345
03/30/2017,2017-03-30,756598,718864,1475462
03/31/2017,2017-03-31,839312,737168,1576480
04/01/2017,2017-04-01,517493,433603,951096
04/02/2017,2017-04-02,357643,319046,676689
04/03/2017,2017-04-03,840610,743301,1583911
04/04/2017,2017-04-04,873844,763221,1637065
04/05/2017,2017-04-05,755345,732462,1487807
04/06/2017,2017-04-06,822266,771468,1593734
04/07/2017,2017-04-07,765361,741568,1506929
04/08/2017,2017-04-08,508239,452426,960665
04/09/2017,2017-04-09,388435,336277,724712
04/10/2017,2017-04-10,695555,708408,1403963
04/11/2017,2017-04-11,736309,720080,1456389
04/12/2017,2017-04-12,754940,757854,1512794
04/13/2017,2017-04-13,723724,745720,1469444
04/14/2017,2017-04-14,692506,676016,1368522
04/15/2017,2017-04-15,506929,453975,960904
04/16/2017,2017-04-16,339738,293545,633283
04/17/2017,2017-04-17,809433,738426,1547859
04/18/2017,2017-04-18,848195,772115,1620310
04/19/2017,2017-04-19,811178,757251,1568429
04/20/2017,2017-04-20,797055,758119,1555174
04/21/2017,2017-04-21,819393,753932,1573325
04/22/2017,2017-04-22,493687,467485,961172
04/23/2017,2017-04-23,373492,330832,704324
04/24/2017,2017-04-24,830257,736639,1566896
04/25/2017,2017-04-25,860569,761180,1621749
04/26/2017,2017-04-26,838762,757859,1596621
04/27/2017,2017-04-27,807318,748983,1556301
04/28/2017,2017-04-28,830500,740579,1571079
04/29/2017,2017-04-29,405068,364346,769414
04/30/2017,2017-04-30,307608,269345,576953
05/01/2017,2017-05-01,847371,747837,1595208
05/02/2017,2017-05-02,846717,762139,1608856
05/03/2017,2017-05-03,890581,778089,1668670
05/04/2017,2017-05-04,836436,770199,1606635
05/05/2017,2017-05-05,840819,771492,1612311
05/06/2017,2017-05-06,502922,460695,963617
05/07/2017,2017-05-07,370985,334930,705915
05/08/2017,2017-05-08,829268,722987,1552255
05/09/2017,2017-05-09,827183,738712,1565895
05/10/2017,2017-05-10,821006,736258,1557264
05/11/2017,2017-05-11,832163,755558,1587721
05/12/2017,2017-05-12,824305,745485,1569790
05/13/2017,2017-05-13,504045,427964,932009
05/14/2017,2017-05-14,364734,313469,678203
05/15/2017,2017-05-15,805190,709882,1515072
05/16/2017,2017-05-16,843103,768941,1612044
05/17/2017,2017-05-17,835226,763055,1598281
05/18/2017,2017-05-18,824327,775776,1600103
05/19/2017,2017-05-19,768158,726694,1494852
05/20/2017,2017-05-20,441093,396705,837798
05/21/2017,2017-05-21,366609,350024,716633
05/22/2017,2017-05-22,817334,744257,1561591
05/23/2017,2017-05-23,799986,753184,1553170
05/24/2017,2017-05-24,820511,762453,1582964
05/25/2017,2017-05-25,829938,776776,1606714
05/26/2017,2017-05-26,779960,691687,1471647
05/27/2017,2017-05-27,492255,462129,954384
05/28/2017,2017-05-28,366179,344784,710963
05/29/2017,2017-05-29,375171,336441,711612
05/30/2017,2017-05-30,802596,722529,1525125
05/31/2017,2017-05-31,827890,745189,1573079
06/01/2017,2017-06-01,860327,771134,1631461
06/02/2017,2017-06-02,861203,796256,1657459
06/03/2017,2017-06-03,523471,495282,1018753
06/04/2017,2017-06-04,400326,384010,784336
06/05/2017,2017-06-05,838839,768461,1607300
06/06/2017,2017-06-06,845564,787009,1632573
06/07/2017,2017-06-07,846730,793617,1640347
06/08/2017,2017-06-08,821372,805398,1626770
06/09/2017,2017-06-09,833135,822483,1655618
06/10/2017,2017-06-10,525084,558726,1083810
06/11/2017,2017-06-11,406991,440096,847087
06/12/2017,2017-06-12,808630,753763,1562393
06/13/2017,2017-06-13,817478,764155,1581633
06/14/2017,2017-06-14,786388,742346,1528734
06/15/2017,2017-06-15,830091,777758,1607849
06/16/2017,2017-06-16,785270,739069,1524339
06/17/2017,2017-06-17,486358,419764,906122
06/18/2017,2017-06-18,390193,338474,728667
06/19/2017,2017-06-19,755955,739609,1495564
06/20/2017,2017-06-20,801344,781004,1582348
06/21/2017,2017-06-21,758596,776244,1534840
06/22/2017,2017-06-22,733128,745336,1478464
06/23/2017,2017-06-23,729483,747333,1476816
06/24/2017,2017-06-24,504647,482168,986815
06/25/2017,2017-06-25,390267,513970,904237
